"","Query","Target","Percent_ID","Ali_len","E_val","bitscore","Hit_name_long"
"1842","sens","phaw_30_tra_m.021342",29.91,117,1e-04,44.3,"phaw_30_tra_m.021342"
"1843","sens","phaw_30_tra_m.021342",32.29,96,0.035,36.6,"phaw_30_tra_m.021342"
"1844","sens","phaw_30_tra_m.021380",35.44,79,2e-07,51.6,"phaw_30_tra_m.021380"
"1845","sens","phaw_30_tra_m.021380",33.33,66,2e-05,45.8,"phaw_30_tra_m.021380"
"1846","sens","phaw_30_tra_m.021380",34.62,52,0.002,40,"phaw_30_tra_m.021380"
"1847","sens","phaw_30_tra_m.025193",28.87,142,2e-07,53.5,"phaw_30_tra_m.025193"
"1848","sens","phaw_30_tra_m.025193",31.45,124,5e-07,52.4,"phaw_30_tra_m.025193"
"1849","sens","phaw_30_tra_m.025193",30.4,125,9e-07,51.2,"phaw_30_tra_m.025193"
"1850","sens","phaw_30_tra_m.025193",27.56,127,8e-05,45.1,"phaw_30_tra_m.025193"
"1851","sens","phaw_30_tra_m.008467",31.48,108,2e-07,50.8,"phaw_30_tra_m.008467"
"1852","sens","phaw_30_tra_m.008467",29.2,113,4e-06,46.6,"phaw_30_tra_m.008467"
"1853","sens","phaw_30_tra_m.008467",31.52,92,2e-05,44.7,"phaw_30_tra_m.008467"
"1854","sens","phaw_30_tra_m.008467",25.56,90,0.018,35.8,"phaw_30_tra_m.008467"
"1855","sens","phaw_30_tra_m.009953",44.44,45,2e-07,50.4,"phaw_30_tra_m.009953"
"1856","sens","phaw_30_tra_m.009953",31.03,58,0.002,38.1,"phaw_30_tra_m.009953"
"1857","sens","phaw_30_tra_m.009953",27.87,61,0.002,38.1,"phaw_30_tra_m.009953"
"1858","sens","phaw_30_tra_m.011114",41.07,56,2e-07,51.6,"phaw_30_tra_m.011114"
"1859","sens","phaw_30_tra_m.011114",40.32,62,3e-07,50.8,"phaw_30_tra_m.011114"
"1860","sens","phaw_30_tra_m.011114",36.17,47,1e-04,43.1,"phaw_30_tra_m.011114"
"1861","sens","phaw_30_tra_m.011114",37.5,32,0.47,32.3,"phaw_30_tra_m.011114"
"1862","sens","phaw_30_tra_m.019380",27.87,122,2e-07,53.5,"phaw_30_tra_m.019380"
"1863","sens","phaw_30_tra_m.019380",26.61,109,4e-07,52.4,"phaw_30_tra_m.019380"
"1864","sens","phaw_30_tra_m.019380",29.09,110,6e-06,48.9,"phaw_30_tra_m.019380"
"1865","sens","phaw_30_tra_m.019380",25.52,145,7e-06,48.9,"phaw_30_tra_m.019380"
"1866","sens","phaw_30_tra_m.019380",28.95,76,0.01,38.5,"phaw_30_tra_m.019380"
"1867","sens","phaw_30_tra_m.019380",23.64,110,0.031,37,"phaw_30_tra_m.019380"
"1868","sens","phaw_30_tra_m.022585",35.09,114,2e-07,50.8,"phaw_30_tra_m.022585"
"1869","sens","phaw_30_tra_m.022585",31.4,86,4e-06,46.6,"phaw_30_tra_m.022585"
"1870","sens","phaw_30_tra_m.022585",32.31,65,0.57,31.6,"phaw_30_tra_m.022585"
"1871","sens","phaw_30_tra_m.013102",31.78,129,2e-07,50.8,"phaw_30_tra_m.013102"
"1872","sens","phaw_30_tra_m.013102",31.36,118,2e-05,45.1,"phaw_30_tra_m.013102"
"1873","sens","phaw_30_tra_m.015154",32.5,120,2e-07,53.1,"phaw_30_tra_m.015154"
"1874","sens","phaw_30_tra_m.015154",30.67,75,0.006,38.9,"phaw_30_tra_m.015154"
"1875","sens","phaw_30_tra_m.020959",32.67,101,2e-07,50.8,"phaw_30_tra_m.020959"
"1876","sens","phaw_30_tra_m.020959",31.51,146,8e-07,48.9,"phaw_30_tra_m.020959"
"1877","sens","phaw_30_tra_m.021216",30.58,121,2e-07,52.8,"phaw_30_tra_m.021216"
"1878","sens","phaw_30_tra_m.021216",29.21,89,5e-04,42,"phaw_30_tra_m.021216"
"1879","sens","phaw_30_tra_m.016030",31.58,95,2e-07,50.4,"phaw_30_tra_m.016030"
"1880","sens","phaw_30_tra_m.016030",30.51,118,4e-07,49.3,"phaw_30_tra_m.016030"
"1881","sens","phaw_30_tra_m.016030",40.54,37,1.8,29.6,"phaw_30_tra_m.016030"
"1882","sens","phaw_30_tra_m.009952",32.88,73,2e-07,53.5,"phaw_30_tra_m.009952"
"1883","sens","phaw_30_tra_m.009952",40.85,71,7e-07,52,"phaw_30_tra_m.009952"
"1884","sens","phaw_30_tra_m.009952",40,40,0.99,32,"phaw_30_tra_m.009952"
"1885","sens","phaw_30_tra_m.008149",29.36,109,2e-07,53.5,"phaw_30_tra_m.008149"
"1886","sens","phaw_30_tra_m.008149",42.22,45,4e-05,46.2,"phaw_30_tra_m.008149"
"1887","sens","phaw_30_tra_m.008149",31.65,79,2e-04,43.9,"phaw_30_tra_m.008149"
"1888","sens","phaw_30_tra_m.008149",29.73,111,5e-04,42.7,"phaw_30_tra_m.008149"
"1889","sens","phaw_30_tra_m.008149",30.95,84,5e-04,42.7,"phaw_30_tra_m.008149"
"1890","sens","phaw_30_tra_m.008149",23.81,84,3.6,30,"phaw_30_tra_m.008149"
"1891","sens","phaw_30_tra_m.021752",30.97,113,2e-07,52,"phaw_30_tra_m.021752"
"1892","sens","phaw_30_tra_m.021752",32.76,116,7e-07,50.4,"phaw_30_tra_m.021752"
"1893","sens","phaw_30_tra_m.021752",30.28,109,0.012,37.4,"phaw_30_tra_m.021752"
"1894","sens","phaw_30_tra_m.020577",29.66,118,2e-07,51.6,"phaw_30_tra_m.020577"
"1895","sens","phaw_30_tra_m.020577",35.11,94,5e-07,50.8,"phaw_30_tra_m.020577"
"1896","sens","phaw_30_tra_m.020577",28.95,152,2e-06,48.5,"phaw_30_tra_m.020577"
"1897","sens","phaw_30_tra_m.020577",30.3,66,0.004,38.9,"phaw_30_tra_m.020577"
"1898","sens","phaw_30_tra_m.014312",37.5,96,2e-07,50.1,"phaw_30_tra_m.014312"
"1899","sens","phaw_30_tra_m.014312",35.23,88,1e-05,44.7,"phaw_30_tra_m.014312"
"1900","sens","phaw_30_tra_m.014312",39.66,58,0.002,38.1,"phaw_30_tra_m.014312"
"1901","sens","phaw_30_tra_m.021301",34.23,111,2e-07,50.4,"phaw_30_tra_m.021301"
"1902","sens","phaw_30_tra_m.021301",42.37,59,2e-05,44.7,"phaw_30_tra_m.021301"
"1903","sens","phaw_30_tra_m.021301",28.8,125,0.004,38.1,"phaw_30_tra_m.021301"
"1904","sens","phaw_30_tra_m.021301",39.13,46,2.2,30,"phaw_30_tra_m.021301"
"1905","sens","phaw_30_tra_m.005695",45.1,51,2e-07,50.8,"phaw_30_tra_m.005695"
"1906","sens","phaw_30_tra_m.005695",32.69,52,0.014,37,"phaw_30_tra_m.005695"
"1907","sens","phaw_30_tra_m.005695",23.53,51,0.23,33.1,"phaw_30_tra_m.005695"
"1908","sens","phaw_30_tra_m.023569",22.69,260,3e-07,53.1,"phaw_30_tra_m.023569"
"1909","sens","phaw_30_tra_m.023569",27.43,113,2e-06,50.1,"phaw_30_tra_m.023569"
"1910","sens","phaw_30_tra_m.023569",27.69,130,3e-06,50.1,"phaw_30_tra_m.023569"
"1911","sens","phaw_30_tra_m.023569",33.68,95,8e-05,45.1,"phaw_30_tra_m.023569"
"1912","sens","phaw_30_tra_m.023569",22.52,151,7e-04,42,"phaw_30_tra_m.023569"
"1913","sens","phaw_30_tra_m.023569",26.15,65,0.12,35,"phaw_30_tra_m.023569"
"1914","sens","phaw_30_tra_m.024017",29.27,123,3e-07,53.5,"phaw_30_tra_m.024017"
"1915","sens","phaw_30_tra_m.024017",24.21,95,8e-06,48.5,"phaw_30_tra_m.024017"
"1916","sens","phaw_30_tra_m.024017",29.73,111,8e-05,45.4,"phaw_30_tra_m.024017"
"1917","sens","phaw_30_tra_m.024017",26.09,115,1e-04,44.7,"phaw_30_tra_m.024017"
"1918","sens","phaw_30_tra_m.024017",27.06,85,3e-04,43.5,"phaw_30_tra_m.024017"
"1919","sens","phaw_30_tra_m.024017",25.21,119,4e-04,43.1,"phaw_30_tra_m.024017"
"1920","sens","phaw_30_tra_m.024017",26.92,52,3.3,30.4,"phaw_30_tra_m.024017"
"1921","sens","phaw_30_tra_m.018749",40,55,3e-07,53.1,"phaw_30_tra_m.018749"
"1922","sens","phaw_30_tra_m.018749",29.25,106,1e-04,44.7,"phaw_30_tra_m.018749"
"1923","sens","phaw_30_tra_m.009364",39.22,51,3e-07,51.2,"phaw_30_tra_m.009364"
"1924","sens","phaw_30_tra_m.009364",38.78,49,5e-05,44.7,"phaw_30_tra_m.009364"
"1925","sens","phaw_30_tra_m.009364",39.22,51,2e-04,42.7,"phaw_30_tra_m.009364"
"1926","sens","phaw_30_tra_m.020253",45.1,51,3e-07,50.1,"phaw_30_tra_m.020253"
"1927","sens","phaw_30_tra_m.020253",32.69,52,2e-05,44.7,"phaw_30_tra_m.020253"
"1928","sens","phaw_30_tra_m.020253",38.3,47,8e-04,40,"phaw_30_tra_m.020253"
"1929","sens","phaw_30_tra_m.000955",35.8,81,3e-07,50.1,"phaw_30_tra_m.000955"
"1930","sens","phaw_30_tra_m.000955",34.38,64,5e-06,46.6,"phaw_30_tra_m.000955"
"1931","sens","phaw_30_tra_m.020148",35.96,89,3e-07,53.1,"phaw_30_tra_m.020148"
"1932","sens","phaw_30_tra_m.020148",29.73,111,4e-06,49.3,"phaw_30_tra_m.020148"
"1933","sens","phaw_30_tra_m.020148",30.48,105,7e-04,42,"phaw_30_tra_m.020148"
"1934","sens","phaw_30_tra_m.020148",27.86,140,0.004,39.7,"phaw_30_tra_m.020148"
"1935","sens","phaw_30_tra_m.022802",30.63,111,3e-07,53.1,"phaw_30_tra_m.022802"
"1936","sens","phaw_30_tra_m.022802",27.87,122,4e-06,49.7,"phaw_30_tra_m.022802"
"1937","sens","phaw_30_tra_m.022802",24.79,117,0.003,40,"phaw_30_tra_m.022802"
"1938","sens","phaw_30_tra_m.022802",21.26,127,3.4,30.4,"phaw_30_tra_m.022802"
"1939","sens","phaw_30_tra_m.010669",29.57,115,3e-07,50.1,"phaw_30_tra_m.010669"
"1940","sens","phaw_30_tra_m.010669",27.18,103,0.009,37,"phaw_30_tra_m.010669"
"1941","sens","phaw_30_tra_m.001831",44.23,52,3e-07,50.1,"phaw_30_tra_m.001831"
"1942","sens","phaw_30_tra_m.001831",33.33,81,3e-04,41.2,"phaw_30_tra_m.001831"
"1943","sens","phaw_30_tra_m.001831",33.33,45,0.012,36.6,"phaw_30_tra_m.001831"
"1944","sens","phaw_30_tra_m.021390",33.04,115,3e-07,51.6,"phaw_30_tra_m.021390"
"1945","sens","phaw_30_tra_m.021390",29.23,65,0.012,37.4,"phaw_30_tra_m.021390"
"1946","sens","phaw_30_tra_m.016383",32.43,111,3e-07,52,"phaw_30_tra_m.016383"
"1947","sens","phaw_30_tra_m.016383",42.86,63,3e-05,45.8,"phaw_30_tra_m.016383"
"1948","sens","phaw_30_tra_m.016383",36.59,82,0.01,38.1,"phaw_30_tra_m.016383"
"1949","sens","phaw_30_tra_m.016383",26.45,121,0.031,36.2,"phaw_30_tra_m.016383"
"1950","sens","phaw_30_tra_m.016383",30.09,113,0.034,36.2,"phaw_30_tra_m.016383"
"1951","sens","phaw_30_tra_m.018947",38.24,68,4e-07,50.1,"phaw_30_tra_m.018947"
"1952","sens","phaw_30_tra_m.018947",39.62,53,4e-06,46.6,"phaw_30_tra_m.018947"
"1953","sens","phaw_30_tra_m.018947",36.96,46,5e-05,43.5,"phaw_30_tra_m.018947"
"1954","sens","phaw_30_tra_m.006229",37.93,87,4e-07,49.7,"phaw_30_tra_m.006229"
"1955","sens","phaw_30_tra_m.006229",29.2,113,1e-05,45.1,"phaw_30_tra_m.006229"
"1956","sens","phaw_30_tra_m.006229",32.26,93,1e-04,42,"phaw_30_tra_m.006229"
"1957","sens","phaw_30_tra_m.007584",46.94,49,4e-07,49.3,"phaw_30_tra_m.007584"
"1958","sens","phaw_30_tra_m.007584",40.35,57,1e-05,45.1,"phaw_30_tra_m.007584"
"1959","sens","phaw_30_tra_m.007584",36.73,49,5e-05,43.1,"phaw_30_tra_m.007584"
"1960","sens","phaw_30_tra_m.007209",35.23,88,4e-07,49.3,"phaw_30_tra_m.007209"
"1961","sens","phaw_30_tra_m.007209",33.77,77,3e-04,40.8,"phaw_30_tra_m.007209"
"1962","sens","phaw_30_tra_m.007209",33.33,57,1.1,30,"phaw_30_tra_m.007209"
"1963","sens","phaw_30_tra_m.018417",34.23,111,4e-07,52,"phaw_30_tra_m.018417"
"1964","sens","phaw_30_tra_m.018417",30.83,120,1e-06,50.4,"phaw_30_tra_m.018417"
"1965","sens","phaw_30_tra_m.018417",30.97,113,0.001,40.8,"phaw_30_tra_m.018417"
"1966","sens","phaw_30_tra_m.018417",28.48,151,0.002,40,"phaw_30_tra_m.018417"
"1967","sens","phaw_30_tra_m.018417",31.82,66,0.15,34.3,"phaw_30_tra_m.018417"
"1968","sens","phaw_30_tra_m.018417",31.78,129,0.24,33.5,"phaw_30_tra_m.018417"
"1969","sens","phaw_30_tra_m.016448",26.71,161,4e-07,50.8,"phaw_30_tra_m.016448"
"1970","sens","phaw_30_tra_m.016448",30.69,101,0.002,39.7,"phaw_30_tra_m.016448"
"1971","sens","phaw_30_tra_m.018983",36.67,90,4e-07,49.3,"phaw_30_tra_m.018983"
"1972","sens","phaw_30_tra_m.018983",32.98,94,6e-05,42.7,"phaw_30_tra_m.018983"
"1973","sens","phaw_30_tra_m.021737",35.59,118,4e-07,50.8,"phaw_30_tra_m.021737"
"1974","sens","phaw_30_tra_m.021737",32.8,125,2e-06,48.5,"phaw_30_tra_m.021737"
"1975","sens","phaw_30_tra_m.021737",28.45,116,2e-04,43.1,"phaw_30_tra_m.021737"
"1976","sens","phaw_30_tra_m.021737",28.81,118,0.007,38.1,"phaw_30_tra_m.021737"
"1977","sens","phaw_30_tra_m.011445",31.52,92,4e-07,49.7,"phaw_30_tra_m.011445"
"1978","sens","phaw_30_tra_m.011445",30,80,5e-04,40.8,"phaw_30_tra_m.011445"
"1979","sens","phaw_30_tra_m.011445",30.67,75,0.24,32.7,"phaw_30_tra_m.011445"
"1980","sens","phaw_30_tra_m.011102",34.09,88,4e-07,49.7,"phaw_30_tra_m.011102"
"1981","sens","phaw_30_tra_m.011102",48.72,39,4e-06,46.6,"phaw_30_tra_m.011102"
"1982","sens","phaw_30_tra_m.011102",33.33,51,0.041,35,"phaw_30_tra_m.011102"
"1983","sens","phaw_30_tra_m.016481",34.09,88,5e-07,49.3,"phaw_30_tra_m.016481"
"1984","sens","phaw_30_tra_m.016481",32.79,61,0.017,35,"phaw_30_tra_m.016481"
"1985","sens","phaw_30_tra_m.016481",33.33,51,0.25,32,"phaw_30_tra_m.016481"
"1986","sens","phaw_30_tra_m.006515",42.62,61,5e-07,51.2,"phaw_30_tra_m.006515"
"1987","sens","phaw_30_tra_m.006515",35.19,54,1e-04,43.9,"phaw_30_tra_m.006515"
"1988","sens","phaw_30_tra_m.018854",43.48,46,5e-07,49.7,"phaw_30_tra_m.018854"
"1989","sens","phaw_30_tra_m.018854",32.2,59,0.002,39.3,"phaw_30_tra_m.018854"
"1990","sens","phaw_30_tra_m.018854",25,48,0.018,36.2,"phaw_30_tra_m.018854"
"1991","sens","phaw_30_tra_m.026439",34.91,106,5e-07,49.3,"phaw_30_tra_m.026439"
"1992","sens","phaw_30_tra_m.026439",33.33,114,4e-06,46.6,"phaw_30_tra_m.026439"
"1993","sens","phaw_30_tra_m.026439",32.31,65,0.76,31.2,"phaw_30_tra_m.026439"
"1994","sens","phaw_30_tra_m.019114",33.03,109,5e-07,52,"phaw_30_tra_m.019114"
"1995","sens","phaw_30_tra_m.019114",30.97,113,1e-06,50.4,"phaw_30_tra_m.019114"
"1996","sens","phaw_30_tra_m.019114",34.09,88,6e-06,48.5,"phaw_30_tra_m.019114"
"1997","sens","phaw_30_tra_m.025985",33.33,111,5e-07,49.3,"phaw_30_tra_m.025985"
"1998","sens","phaw_30_tra_m.025985",27.69,65,2,29.3,"phaw_30_tra_m.025985"
"1999","sens","phaw_30_tra_m.011147",37.66,77,5e-07,49.3,"phaw_30_tra_m.011147"
"2000","sens","phaw_30_tra_m.011147",32.95,88,4e-06,46.6,"phaw_30_tra_m.011147"
"2001","sens","phaw_30_tra_m.011147",28.89,90,0.005,37.4,"phaw_30_tra_m.011147"
"2002","sens","phaw_30_tra_m.011147",30,80,0.17,33.1,"phaw_30_tra_m.011147"
"2003","sens","phaw_30_tra_m.022007",37.36,91,5e-07,49.7,"phaw_30_tra_m.022007"
"2004","sens","phaw_30_tra_m.022007",34.85,66,1e-04,43.1,"phaw_30_tra_m.022007"
"2005","sens","phaw_30_tra_m.022007",26.47,170,4e-04,41.2,"phaw_30_tra_m.022007"
"2006","sens","phaw_30_tra_m.022007",29.85,67,0.67,31.6,"phaw_30_tra_m.022007"
"2007","sens","phaw_30_tra_m.014824",42.59,54,5e-07,52.4,"phaw_30_tra_m.014824"
"2008","sens","phaw_30_tra_m.014824",42,50,2e-06,50.4,"phaw_30_tra_m.014824"
"2009","sens","phaw_30_tra_m.020331",41.82,55,5e-07,52,"phaw_30_tra_m.020331"
"2010","sens","phaw_30_tra_m.020331",35,60,7e-04,42,"phaw_30_tra_m.020331"
"2011","sens","phaw_30_tra_m.020331",28.85,52,0.048,36.2,"phaw_30_tra_m.020331"
"2012","sens","phaw_30_tra_m.020961",29.91,117,5e-07,49.7,"phaw_30_tra_m.020961"
"2013","sens","phaw_30_tra_m.020961",33.7,92,1e-06,48.1,"phaw_30_tra_m.020961"
"2014","sens","phaw_30_tra_m.011749",29.2,137,6e-07,52,"phaw_30_tra_m.011749"
"2015","sens","phaw_30_tra_m.011749",30.4,125,2e-06,50.4,"phaw_30_tra_m.011749"
"2016","sens","phaw_30_tra_m.012241",31.36,118,6e-07,51.2,"phaw_30_tra_m.012241"
"2017","sens","phaw_30_tra_m.012241",32.2,118,9e-07,50.4,"phaw_30_tra_m.012241"
"2018","sens","phaw_30_tra_m.017140",33.9,118,6e-07,51.2,"phaw_30_tra_m.017140"
"2019","sens","phaw_30_tra_m.017140",31.13,106,0.002,40,"phaw_30_tra_m.017140"
"2020","sens","phaw_30_tra_m.017140",35.85,53,1.1,31.6,"phaw_30_tra_m.017140"
"2021","sens","phaw_30_tra_m.017140",30.43,92,1.2,31.6,"phaw_30_tra_m.017140"
"2022","sens","phaw_30_tra_m.017140",34.85,66,3.9,29.6,"phaw_30_tra_m.017140"
"2023","sens","phaw_30_tra_m.018349",34.21,76,6e-07,51.2,"phaw_30_tra_m.018349"
"2024","sens","phaw_30_tra_m.018349",37.93,58,9e-06,47.4,"phaw_30_tra_m.018349"
"2025","sens","phaw_30_tra_m.018349",33.93,56,0.022,36.6,"phaw_30_tra_m.018349"
"2026","sens","phaw_30_tra_m.006345",31.67,120,6e-07,52,"phaw_30_tra_m.006345"
"2027","sens","phaw_30_tra_m.006345",32,125,2e-05,47.4,"phaw_30_tra_m.006345"
"2028","sens","phaw_30_tra_m.006345",31.36,118,2e-05,47,"phaw_30_tra_m.006345"
"2029","sens","phaw_30_tra_m.006345",30.51,118,4e-05,46.2,"phaw_30_tra_m.006345"
"2030","sens","phaw_30_tra_m.006345",31.2,125,6e-05,45.4,"phaw_30_tra_m.006345"
"2031","sens","phaw_30_tra_m.006345",27.89,147,9e-04,41.6,"phaw_30_tra_m.006345"
"2032","sens","phaw_30_tra_m.006345",38.98,59,0.01,38.5,"phaw_30_tra_m.006345"
"2033","sens","phaw_30_tra_m.006345",35.29,68,0.33,33.5,"phaw_30_tra_m.006345"
"2034","sens","phaw_30_tra_m.007731",29.57,115,6e-07,52,"phaw_30_tra_m.007731"
"2035","sens","phaw_30_tra_m.007731",28.48,151,9e-05,45.1,"phaw_30_tra_m.007731"
"2036","sens","phaw_30_tra_m.007731",26.37,91,0.002,40.8,"phaw_30_tra_m.007731"
"2037","sens","phaw_30_tra_m.006482",30.25,119,6e-07,52,"phaw_30_tra_m.006482"
"2038","sens","phaw_30_tra_m.006482",30.17,116,2e-05,47.4,"phaw_30_tra_m.006482"
"2039","sens","phaw_30_tra_m.006482",27.03,111,1e-04,44.3,"phaw_30_tra_m.006482"
"2040","sens","phaw_30_tra_m.006482",27.93,111,0.039,36.6,"phaw_30_tra_m.006482"
"2041","sens","phaw_30_tra_m.006482",27.5,120,0.18,34.3,"phaw_30_tra_m.006482"
"2042","sens","phaw_30_tra_m.006482",26.96,115,0.89,32,"phaw_30_tra_m.006482"
"2043","sens","phaw_30_tra_m.022889",38.6,57,6e-07,52,"phaw_30_tra_m.022889"
"2044","sens","phaw_30_tra_m.022889",31.91,47,0.002,40.4,"phaw_30_tra_m.022889"
"2045","sens","phaw_30_tra_m.020013",29.79,94,6e-07,48.9,"phaw_30_tra_m.020013"
"2046","sens","phaw_30_tra_m.020013",44.44,54,1e-04,42,"phaw_30_tra_m.020013"
"2047","sens","phaw_30_tra_m.020013",27.27,66,0.048,33.9,"phaw_30_tra_m.020013"
"2048","sens","phaw_30_tra_m.020013",40.74,27,5.8,27.7,"phaw_30_tra_m.020013"
"2049","sens","phaw_30_tra_m.019021",29.41,136,6e-07,50.8,"phaw_30_tra_m.019021"
"2050","sens","phaw_30_tra_m.019021",29.82,114,0.003,39.3,"phaw_30_tra_m.019021"
"2051","sens","phaw_30_tra_m.019021",27.68,112,0.036,36.2,"phaw_30_tra_m.019021"
"2052","sens","phaw_30_tra_m.022528",31.78,129,6e-07,51.2,"phaw_30_tra_m.022528"
"2053","sens","phaw_30_tra_m.022528",32.73,110,2e-04,43.1,"phaw_30_tra_m.022528"
"2054","sens","phaw_30_tra_m.022528",27.03,111,0.28,33.5,"phaw_30_tra_m.022528"
"2055","sens","phaw_30_tra_m.021698",32.17,115,6e-07,52,"phaw_30_tra_m.021698"
"2056","sens","phaw_30_tra_m.021698",32.14,84,0.009,38.5,"phaw_30_tra_m.021698"
"2057","sens","phaw_30_tra_m.021698",30.43,115,0.046,36.2,"phaw_30_tra_m.021698"
"2058","sens","phaw_30_tra_m.021698",28.57,112,0.062,35.8,"phaw_30_tra_m.021698"
"2059","sens","phaw_30_tra_m.020330",41.82,55,6e-07,51.6,"phaw_30_tra_m.020330"
"2060","sens","phaw_30_tra_m.020330",35,60,5e-04,42.4,"phaw_30_tra_m.020330"
"2061","sens","phaw_30_tra_m.020330",28,50,0.053,35.8,"phaw_30_tra_m.020330"
"2062","sens","phaw_30_tra_m.023176",36.36,88,6e-07,48.9,"phaw_30_tra_m.023176"
"2063","sens","phaw_30_tra_m.015679",29.13,127,6e-07,50.8,"phaw_30_tra_m.015679"
"2064","sens","phaw_30_tra_m.016839",43.94,66,6e-07,48.9,"phaw_30_tra_m.016839"
"2065","sens","phaw_30_tra_m.016839",27.93,111,0.009,36.2,"phaw_30_tra_m.016839"
"2066","sens","phaw_30_tra_m.008471",27.15,151,7e-07,51.2,"phaw_30_tra_m.008471"
"2067","sens","phaw_30_tra_m.008471",25.81,93,0.004,39.3,"phaw_30_tra_m.008471"
"2068","sens","phaw_30_tra_m.002757",31.62,117,7e-07,51.6,"phaw_30_tra_m.002757"
"2069","sens","phaw_30_tra_m.002757",29.63,108,0.001,41.2,"phaw_30_tra_m.002757"
"2070","sens","phaw_30_tra_m.002757",28.41,88,0.095,35,"phaw_30_tra_m.002757"
"2071","sens","phaw_30_tra_m.002757",26.27,118,1.1,32,"phaw_30_tra_m.002757"
"2072","sens","phaw_30_tra_m.011188",29.2,113,7e-07,52,"phaw_30_tra_m.011188"
"2073","sens","phaw_30_tra_m.011188",33.33,111,3e-06,50.1,"phaw_30_tra_m.011188"
"2074","sens","phaw_30_tra_m.011188",30.4,125,3e-05,46.6,"phaw_30_tra_m.011188"
"2075","sens","phaw_30_tra_m.011188",30,40,6.7,29.3,"phaw_30_tra_m.011188"
"2076","sens","phaw_30_tra_m.020587",34.94,83,7e-07,48.5,"phaw_30_tra_m.020587"
"2077","sens","phaw_30_tra_m.020587",25.81,62,5.6,28.1,"phaw_30_tra_m.020587"
"2078","sens","phaw_30_tra_m.022935",34.48,116,7e-07,50.1,"phaw_30_tra_m.022935"
"2079","sens","phaw_30_tra_m.022935",28.44,109,0.013,37.4,"phaw_30_tra_m.022935"
"2080","sens","phaw_30_tra_m.025208",29.17,120,7e-07,50.1,"phaw_30_tra_m.025208"
"2081","sens","phaw_30_tra_m.025208",27.93,111,3e-05,45.1,"phaw_30_tra_m.025208"
"2082","sens","phaw_30_aug_m.027571",36.25,80,8e-07,48.5,"phaw_30_aug_m.027571"
"2083","sens","phaw_30_aug_m.027571",37.84,74,2e-06,47.4,"phaw_30_aug_m.027571"
"2084","sens","phaw_30_aug_m.027571",38.18,55,7e-04,39.3,"phaw_30_aug_m.027571"
"2085","sens","phaw_30_tra_m.006609",40,55,8e-07,48.9,"phaw_30_tra_m.006609"
"2086","sens","phaw_30_tra_m.006609",27.69,65,0.001,39.3,"phaw_30_tra_m.006609"
"2087","sens","phaw_30_tra_m.006609",29.79,47,0.39,32,"phaw_30_tra_m.006609"
"2088","sens","phaw_30_tra_m.011861",40.74,54,8e-07,49.7,"phaw_30_tra_m.011861"
"2089","sens","phaw_30_tra_m.011861",35,60,4e-05,44.3,"phaw_30_tra_m.011861"
"2090","sens","phaw_30_tra_m.011861",30.91,55,0.071,34.7,"phaw_30_tra_m.011861"
"2091","sens","phaw_30_tra_m.022332",31.9,116,8e-07,48.9,"phaw_30_tra_m.022332"
"2092","sens","phaw_30_tra_m.022332",30.11,93,0.002,38.9,"phaw_30_tra_m.022332"
"2093","sens","phaw_30_tra_m.022332",31.75,63,0.019,35.8,"phaw_30_tra_m.022332"
"2094","sens","phaw_30_tra_m.016036",32.76,116,8e-07,51.2,"phaw_30_tra_m.016036"
"2095","sens","phaw_30_tra_m.016036",24.44,180,4e-04,42.7,"phaw_30_tra_m.016036"
"2096","sens","phaw_30_tra_m.006169",28.69,122,8e-07,48.5,"phaw_30_tra_m.006169"
"2097","sens","phaw_30_tra_m.005713",40.35,57,8e-07,49.7,"phaw_30_tra_m.005713"
"2098","sens","phaw_30_tra_m.005713",38,50,2e-05,45.8,"phaw_30_tra_m.005713"
"2099","sens","phaw_30_tra_m.005713",32.86,70,2e-05,45.8,"phaw_30_tra_m.005713"
"2100","sens","phaw_30_tra_m.018670",41.18,51,9e-07,52,"phaw_30_tra_m.018670"
"2101","sens","phaw_30_tra_m.018670",34.55,55,9e-06,48.5,"phaw_30_tra_m.018670"
"2102","sens","phaw_30_tra_m.018670",28.3,106,2e-05,47.4,"phaw_30_tra_m.018670"
"2103","sens","phaw_30_tra_m.018670",32.26,62,2e-04,44.3,"phaw_30_tra_m.018670"
"2104","sens","phaw_30_tra_m.026321",31.03,116,9e-07,50.4,"phaw_30_tra_m.026321"
"2105","sens","phaw_30_tra_m.026321",28.45,116,7e-05,44.3,"phaw_30_tra_m.026321"
"2106","sens","phaw_30_tra_m.026321",31.58,76,0.016,37,"phaw_30_tra_m.026321"
"2107","sens","phaw_30_tra_m.026321",29.7,101,0.11,34.7,"phaw_30_tra_m.026321"
"2108","sens","phaw_30_tra_m.026531",31.65,79,9e-07,48.1,"phaw_30_tra_m.026531"
"2109","sens","phaw_30_tra_m.026531",32.86,70,2e-05,43.9,"phaw_30_tra_m.026531"
"2110","sens","phaw_30_tra_m.004835",37.5,88,9e-07,48.5,"phaw_30_tra_m.004835"
"2111","sens","phaw_30_tra_m.004835",35.29,51,0.91,30.8,"phaw_30_tra_m.004835"
"2112","sens","phaw_30_tra_m.004835",31.58,76,0.92,30.8,"phaw_30_tra_m.004835"
"2113","sens","phaw_30_tra_u.001766",30.58,121,9e-07,51.6,"phaw_30_tra_u.001766"
