"","Query","Target","Percent_ID","Ali_len","E_val","bitscore","Hit_name_long"
"257","AAA59197.1_phaw_30_tra_m.006383","gi|321460676|gb|EFX71716.1|",24.24,99,1.4,34.7,"gi|321460676|gb|EFX71716.1| hypothetical protein DAPPUDRAFT_255379 [Daphnia pulex]"
"258","AAA59197.1_phaw_30_tra_m.006383","gi|347966114|ref|XP_001238509.3|",42.5,40,1.5,35,"gi|347966114|ref|XP_001238509.3| AGAP001536-PA [Anopheles gambiae str. PEST]"
"259","AAA59197.1_phaw_30_tra_m.006383","gi|333470204|gb|EAU75679.3|",42.5,40,1.5,35,"gi|333470204|gb|EAU75679.3| AGAP001536-PA [Anopheles gambiae str. PEST]"
"260","AAA59197.1_phaw_30_tra_m.006383","gi|941639848|gb|JAM22468.1|",32.14,56,1.5,35,"gi|941639848|gb|JAM22468.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia_magna]"
"261","AAA59197.1_phaw_30_tra_m.006383","gi|665395388|ref|NP_001287591.1|",37.21,43,1.5,35,"gi|665395388|ref|NP_001287591.1| kayak, isoform G [Drosophila melanogaster]"
"262","AAA59197.1_phaw_30_tra_m.006383","gi|599128051|gb|AHN57590.1|",37.21,43,1.5,35,"gi|599128051|gb|AHN57590.1| kayak, isoform G [Drosophila melanogaster]"
"263","AAA59197.1_phaw_30_tra_m.006383","gi|1022757272|gb|KZS03905.1|",34.48,58,1.7,34.7,"gi|1022757272|gb|KZS03905.1| Segmentation protein CAPNcollar [Daphnia magna]"
"264","AAA59197.1_phaw_30_tra_m.006383","gi|321474083|gb|EFX85049.1|",34.78,46,1.7,34.3,"gi|321474083|gb|EFX85049.1| hypothetical protein DAPPUDRAFT_314438 [Daphnia pulex]"
"265","AAA59197.1_phaw_30_tra_m.006383","gi|942191745|gb|JAN03634.1|",32.69,52,1.7,34.7,"gi|942191745|gb|JAN03634.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"266","AAA59197.1_phaw_30_tra_m.006383","gi|939797137|gb|JAI98981.1|",32.14,56,1.7,34.3,"gi|939797137|gb|JAI98981.1| Cyclic AMP-responsive element-binding protein 3 protein 3, putative, partial [Daphnia_magna]"
"267","AAA59197.1_phaw_30_tra_m.006383","gi|941559007|gb|JAL83535.1|",34.48,58,1.8,34.7,"gi|941559007|gb|JAL83535.1| Segmentation protein capncollar [Daphnia_magna]"
"268","AAA59197.1_phaw_30_tra_m.006383","gi|942353325|gb|JAN58592.1|",34.48,58,1.9,34.7,"gi|942353325|gb|JAN58592.1| Segmentation protein capncollar [Daphnia magna]"
"269","AAA59197.1_phaw_30_tra_m.006383","gi|941529018|gb|JAL68541.1|",34.48,58,1.9,34.7,"gi|941529018|gb|JAL68541.1| Segmentation protein capncollar [Daphnia magna]"
"270","AAA59197.1_phaw_30_tra_m.006383","gi|940905463|gb|JAK12795.1|",34.48,58,1.9,34.7,"gi|940905463|gb|JAK12795.1| Segmentation protein capncollar [Daphnia magna]"
"271","AAA59197.1_phaw_30_tra_m.006383","gi|940905461|gb|JAK12794.1|",34.48,58,1.9,34.7,"gi|940905461|gb|JAK12794.1| Segmentation protein capncollar [Daphnia magna]"
"272","AAA59197.1_phaw_30_tra_m.006383","gi|941185789|gb|JAL18163.1|",34.48,58,1.9,34.7,"gi|941185789|gb|JAL18163.1| Segmentation protein capncollar [Daphnia magna]"
"273","AAA59197.1_phaw_30_tra_m.006383","gi|939917908|gb|JAJ59339.1|",34.48,58,2,34.7,"gi|939917908|gb|JAJ59339.1| Segmentation protein capncollar [Daphnia magna]"
"274","AAA59197.1_phaw_30_tra_m.006383","gi|941588598|gb|JAL96937.1|",34.48,58,2.1,34.7,"gi|941588598|gb|JAL96937.1| Segmentation protein capncollar [Daphnia_magna]"
"275","AAA59197.1_phaw_30_tra_m.006383","gi|941592870|gb|JAL99073.1|",32.14,56,2.2,34.3,"gi|941592870|gb|JAL99073.1| Cyclic AMP-responsive element-binding protein 3 protein 3, putative, partial [Daphnia_magna]"
"276","AAA59197.1_phaw_30_tra_m.006383","gi|939961628|gb|JAJ72528.1|",34.48,58,2.2,34.3,"gi|939961628|gb|JAJ72528.1| Segmentation protein capncollar [Daphnia magna]"
"277","AAA59197.1_phaw_30_tra_m.006383","gi|321475538|gb|EFX86500.1|",28,75,2.5,34.3,"gi|321475538|gb|EFX86500.1| hypothetical protein DAPPUDRAFT_307821 [Daphnia pulex]"
"278","AAA59197.1_phaw_30_tra_m.006383","gi|942306021|gb|JAN34943.1|",30.51,59,2.8,33.9,"gi|942306021|gb|JAN34943.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"279","AAA59197.1_phaw_30_tra_m.006383","gi|940967370|gb|JAK39923.1|",24.62,65,3.3,33.5,"gi|940967370|gb|JAK39923.1| Proto-oncogene c-Fos [Daphnia magna]"
"280","AAA59197.1_phaw_30_tra_m.006383","gi|270006054|gb|EFA02502.1|",37.21,43,3.6,33.5,"gi|270006054|gb|EFA02502.1| hypothetical protein TcasGA2_TC008201 [Tribolium castaneum]"
"281","AAA59197.1_phaw_30_tra_m.006383","gi|91081213|ref|XP_975619.1|",37.21,43,3.6,33.5,"gi|91081213|ref|XP_975619.1| PREDICTED: proto-oncogene c-Fos isoform X2 [Tribolium castaneum]"
"282","AAA59197.1_phaw_30_tra_m.006383","gi|642920322|ref|XP_008192299.1|",37.21,43,3.8,33.5,"gi|642920322|ref|XP_008192299.1| PREDICTED: transcriptional regulator SKO1 isoform X1 [Tribolium castaneum]"
"283","AAA59197.1_phaw_30_tra_m.006383","gi|940967367|gb|JAK39922.1|",24.62,65,4,33.5,"gi|940967367|gb|JAK39922.1| Proto-oncogene c-Fos [Daphnia magna]"
"284","AAA59197.1_phaw_30_tra_m.006383","gi|1008453287|ref|XP_973680.3|",36.73,49,4.1,33.1,"gi|1008453287|ref|XP_973680.3| PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC662495 [Tribolium castaneum]"
"285","AAA59197.1_phaw_30_tra_m.006383","gi|24654082|ref|NP_611101.1|",22.54,142,4.6,32.7,"gi|24654082|ref|NP_611101.1| CG7786 [Drosophila melanogaster]"
"286","AAA59197.1_phaw_30_tra_m.006383","gi|7302966|gb|AAF58037.1|",22.54,142,4.6,32.7,"gi|7302966|gb|AAF58037.1| CG7786 [Drosophila melanogaster]"
"287","AAA59197.1_phaw_30_tra_m.006383","gi|941664484|gb|JAM34786.1|",38.46,39,8.3,32.3,"gi|941664484|gb|JAM34786.1| Cyclic AMP-responsive element-binding protein 3 protein 3, putative, partial [Daphnia_magna]"
"288","CAG47063.1_phaw_30_tra_m.006951","gi|321455994|gb|EFX67112.1|",34.66,479,3e-32,133,"gi|321455994|gb|EFX67112.1| hypothetical protein DAPPUDRAFT_302198 [Daphnia pulex]"
"289","CAG47063.1_phaw_30_tra_m.006951","gi|941264487|gb|JAL43033.1|",30.51,390,6e-31,129,"gi|941264487|gb|JAL43033.1| Proto-oncogene c-Fos [Daphnia magna]"
"290","CAG47063.1_phaw_30_tra_m.006951","gi|940967370|gb|JAK39923.1|",37.44,219,4e-30,126,"gi|940967370|gb|JAK39923.1| Proto-oncogene c-Fos [Daphnia magna]"
"291","CAG47063.1_phaw_30_tra_m.006951","gi|940967367|gb|JAK39922.1|",37.44,219,6e-30,125,"gi|940967367|gb|JAK39922.1| Proto-oncogene c-Fos [Daphnia magna]"
"292","CAG47063.1_phaw_30_tra_m.006951","gi|939864352|gb|JAJ32571.1|",37.44,219,7e-30,125,"gi|939864352|gb|JAJ32571.1| Proto-oncogene c-Fos [Daphnia magna]"
"293","CAG47063.1_phaw_30_tra_m.006951","gi|942299787|gb|JAN31826.1|",36.64,232,7e-30,126,"gi|942299787|gb|JAN31826.1| Proto-oncogene c-Fos [Daphnia magna]"
"294","CAG47063.1_phaw_30_tra_m.006951","gi|942240511|gb|JAN17094.1|",36.64,232,7e-30,126,"gi|942240511|gb|JAN17094.1| Proto-oncogene c-Fos [Daphnia magna]"
"295","CAG47063.1_phaw_30_tra_m.006951","gi|941102561|gb|JAK91949.1|",36.64,232,7e-30,126,"gi|941102561|gb|JAK91949.1| Proto-oncogene c-Fos [Daphnia magna]"
"296","CAG47063.1_phaw_30_tra_m.006951","gi|941677820|gb|JAM41454.1|",37.44,219,2e-29,125,"gi|941677820|gb|JAM41454.1| Proto-oncogene c-Fos [Daphnia magna]"
"297","CAG47063.1_phaw_30_tra_m.006951","gi|939864354|gb|JAJ32572.1|",36.21,232,7e-29,122,"gi|939864354|gb|JAJ32572.1| Proto-oncogene c-Fos [Daphnia magna]"
"298","CAG47063.1_phaw_30_tra_m.006951","gi|939800495|gb|JAJ00661.1|",32.69,413,2e-28,122,"gi|939800495|gb|JAJ00661.1| Proto-oncogene c-Fos [Daphnia_magna]"
"299","CAG47063.1_phaw_30_tra_m.006951","gi|941557577|gb|JAL82820.1|",36.52,230,1e-26,116,"gi|941557577|gb|JAL82820.1| Proto-oncogene c-Fos [Daphnia_magna]"
"300","CAG47063.1_phaw_30_tra_m.006951","gi|939815526|gb|JAJ08159.1|",30.85,402,3e-22,103,"gi|939815526|gb|JAJ08159.1| Proto-oncogene c-Fos [Daphnia_magna]"
"301","CAG47063.1_phaw_30_tra_m.006951","gi|114439875|gb|ABI74758.1|",51.14,88,8e-22,103,"gi|114439875|gb|ABI74758.1| kayak-gamma [Drosophila melanogaster]"
"302","CAG47063.1_phaw_30_tra_m.006951","gi|114439875|gb|ABI74758.1|",53.57,56,3e-04,48.1,"gi|114439875|gb|ABI74758.1| kayak-gamma [Drosophila melanogaster]"
"303","CAG47063.1_phaw_30_tra_m.006951","gi|78707298|ref|NP_001027578.1|",51.14,88,8e-22,103,"gi|78707298|ref|NP_001027578.1| kayak, isoform B [Drosophila melanogaster]"
"304","CAG47063.1_phaw_30_tra_m.006951","gi|78707298|ref|NP_001027578.1|",53.57,56,3e-04,48.1,"gi|78707298|ref|NP_001027578.1| kayak, isoform B [Drosophila melanogaster]"
"305","CAG47063.1_phaw_30_tra_m.006951","gi|73763233|gb|AAZ83993.1|",51.14,88,8e-22,103,"gi|73763233|gb|AAZ83993.1| kayak, isoform B [Drosophila melanogaster]"
"306","CAG47063.1_phaw_30_tra_m.006951","gi|73763233|gb|AAZ83993.1|",53.57,56,3e-04,48.1,"gi|73763233|gb|AAZ83993.1| kayak, isoform B [Drosophila melanogaster]"
"307","CAG47063.1_phaw_30_tra_m.006951","gi|17862946|gb|AAL39950.1|",51.14,88,8e-22,103,"gi|17862946|gb|AAL39950.1| SD04477p [Drosophila melanogaster]"
"308","CAG47063.1_phaw_30_tra_m.006951","gi|17862946|gb|AAL39950.1|",53.57,56,3e-04,48.1,"gi|17862946|gb|AAL39950.1| SD04477p [Drosophila melanogaster]"
"309","CAG47063.1_phaw_30_tra_m.006951","gi|239938920|sp|P21525.4|FOSLA_DROME",54.32,81,1e-21,103,"gi|239938920|sp|P21525.4|FOSLA_DROME RecName: Full=Transcription factor kayak, isoforms A/B/F; AltName: Full=AP-1; AltName: Full=Fos-related antigen; Short=Dfos; Short=dFra"
"310","CAG47063.1_phaw_30_tra_m.006951","gi|239938920|sp|P21525.4|FOSLA_DROME",53.57,56,2e-04,48.9,"gi|239938920|sp|P21525.4|FOSLA_DROME RecName: Full=Transcription factor kayak, isoforms A/B/F; AltName: Full=AP-1; AltName: Full=Fos-related antigen; Short=Dfos; Short=dFra"
"311","CAG47063.1_phaw_30_tra_m.006951","gi|221460401|ref|NP_001027577.2|",54.32,81,1e-21,103,"gi|221460401|ref|NP_001027577.2| kayak, isoform F [Drosophila melanogaster]"
"312","CAG47063.1_phaw_30_tra_m.006951","gi|221460401|ref|NP_001027577.2|",53.57,56,2e-04,48.9,"gi|221460401|ref|NP_001027577.2| kayak, isoform F [Drosophila melanogaster]"
"313","CAG47063.1_phaw_30_tra_m.006951","gi|220903250|gb|AAZ83994.2|",54.32,81,1e-21,103,"gi|220903250|gb|AAZ83994.2| kayak, isoform F [Drosophila melanogaster]"
"314","CAG47063.1_phaw_30_tra_m.006951","gi|220903250|gb|AAZ83994.2|",53.57,56,2e-04,48.9,"gi|220903250|gb|AAZ83994.2| kayak, isoform F [Drosophila melanogaster]"
"315","CAG47063.1_phaw_30_tra_m.006951","gi|239977329|sp|A8MPH9.2|FOSLD_DROME",54.32,81,1e-21,103,"gi|239977329|sp|A8MPH9.2|FOSLD_DROME RecName: Full=Transcription factor kayak, isoforms D/sro; AltName: Full=AP-1; AltName: Full=Fos-related antigen; Short=Dfos; Short=dFra"
"316","CAG47063.1_phaw_30_tra_m.006951","gi|239977329|sp|A8MPH9.2|FOSLD_DROME",53.57,56,2e-04,48.9,"gi|239977329|sp|A8MPH9.2|FOSLD_DROME RecName: Full=Transcription factor kayak, isoforms D/sro; AltName: Full=AP-1; AltName: Full=Fos-related antigen; Short=Dfos; Short=dFra"
"317","CAG47063.1_phaw_30_tra_m.006951","gi|78707302|ref|NP_001027580.1|",54.32,81,1e-21,103,"gi|78707302|ref|NP_001027580.1| kayak, isoform D [Drosophila melanogaster]"
"318","CAG47063.1_phaw_30_tra_m.006951","gi|78707302|ref|NP_001027580.1|",53.57,56,2e-04,48.9,"gi|78707302|ref|NP_001027580.1| kayak, isoform D [Drosophila melanogaster]"
"319","CAG47063.1_phaw_30_tra_m.006951","gi|73763231|gb|AAZ83991.1|",54.32,81,1e-21,103,"gi|73763231|gb|AAZ83991.1| kayak, isoform D [Drosophila melanogaster]"
"320","CAG47063.1_phaw_30_tra_m.006951","gi|73763231|gb|AAZ83991.1|",53.57,56,2e-04,48.9,"gi|73763231|gb|AAZ83991.1| kayak, isoform D [Drosophila melanogaster]"
"321","CAG47063.1_phaw_30_tra_m.006951","gi|255708495|gb|ACU30167.1|",54.32,81,2e-21,102,"gi|255708495|gb|ACU30167.1| LD16083p [Drosophila melanogaster]"
"322","CAG47063.1_phaw_30_tra_m.006951","gi|255708495|gb|ACU30167.1|",53.57,56,2e-04,48.9,"gi|255708495|gb|ACU30167.1| LD16083p [Drosophila melanogaster]"
"323","CAG47063.1_phaw_30_tra_m.006951","gi|238231866|gb|ACR40401.1|",54.32,81,2e-21,102,"gi|238231866|gb|ACR40401.1| LP01201p [Drosophila melanogaster]"
"324","CAG47063.1_phaw_30_tra_m.006951","gi|238231866|gb|ACR40401.1|",53.57,56,2e-04,48.9,"gi|238231866|gb|ACR40401.1| LP01201p [Drosophila melanogaster]"
"325","CAG47063.1_phaw_30_tra_m.006951","gi|78707300|ref|NP_001027579.1|",54.32,81,2e-21,102,"gi|78707300|ref|NP_001027579.1| kayak, isoform A [Drosophila melanogaster]"
"326","CAG47063.1_phaw_30_tra_m.006951","gi|78707300|ref|NP_001027579.1|",53.57,56,2e-04,48.9,"gi|78707300|ref|NP_001027579.1| kayak, isoform A [Drosophila melanogaster]"
"327","CAG47063.1_phaw_30_tra_m.006951","gi|73763232|gb|AAZ83992.1|",54.32,81,2e-21,102,"gi|73763232|gb|AAZ83992.1| kayak, isoform A [Drosophila melanogaster]"
"328","CAG47063.1_phaw_30_tra_m.006951","gi|73763232|gb|AAZ83992.1|",53.57,56,2e-04,48.9,"gi|73763232|gb|AAZ83992.1| kayak, isoform A [Drosophila melanogaster]"
"329","CAG47063.1_phaw_30_tra_m.006951","gi|46310184|gb|AAS87366.1|",54.32,81,2e-21,102,"gi|46310184|gb|AAS87366.1| transcription factor kay-beta [Drosophila melanogaster]"
"330","CAG47063.1_phaw_30_tra_m.006951","gi|46310184|gb|AAS87366.1|",53.57,56,2e-04,48.9,"gi|46310184|gb|AAS87366.1| transcription factor kay-beta [Drosophila melanogaster]"
"331","CAG47063.1_phaw_30_tra_m.006951","gi|7769652|gb|AAF69496.1|",54.32,81,2e-21,102,"gi|7769652|gb|AAF69496.1| Fos-related antigen [Drosophila melanogaster]"
"332","CAG47063.1_phaw_30_tra_m.006951","gi|7769652|gb|AAF69496.1|",53.57,56,2e-04,48.9,"gi|7769652|gb|AAF69496.1| Fos-related antigen [Drosophila melanogaster]"
"333","CAG47063.1_phaw_30_tra_m.006951","gi|665395388|ref|NP_001287591.1|",51.14,88,2e-21,102,"gi|665395388|ref|NP_001287591.1| kayak, isoform G [Drosophila melanogaster]"
"334","CAG47063.1_phaw_30_tra_m.006951","gi|665395388|ref|NP_001287591.1|",53.57,56,2e-04,48.9,"gi|665395388|ref|NP_001287591.1| kayak, isoform G [Drosophila melanogaster]"
"335","CAG47063.1_phaw_30_tra_m.006951","gi|599128051|gb|AHN57590.1|",51.14,88,2e-21,102,"gi|599128051|gb|AHN57590.1| kayak, isoform G [Drosophila melanogaster]"
"336","CAG47063.1_phaw_30_tra_m.006951","gi|599128051|gb|AHN57590.1|",53.57,56,2e-04,48.9,"gi|599128051|gb|AHN57590.1| kayak, isoform G [Drosophila melanogaster]"
"337","CAG47063.1_phaw_30_tra_m.006951","gi|941231832|gb|JAL32884.1|",31.21,423,9e-20,96.7,"gi|941231832|gb|JAL32884.1| Proto-oncogene c-Fos [Daphnia magna]"
"338","CAG47063.1_phaw_30_tra_m.006951","gi|1022774396|gb|KZS18378.1|",32.76,232,1e-19,95.9,"gi|1022774396|gb|KZS18378.1| Transcription factor kayak [Daphnia magna]"
"339","CAG47063.1_phaw_30_tra_m.006951","gi|941554167|gb|JAL81115.1|",32.76,232,1e-19,95.9,"gi|941554167|gb|JAL81115.1| Proto-oncogene c-Fos [Daphnia_magna]"
"340","CAG47063.1_phaw_30_tra_m.006951","gi|941319534|gb|JAL59485.1|",32.76,232,2e-19,95.1,"gi|941319534|gb|JAL59485.1| Proto-oncogene c-Fos [Daphnia magna]"
"341","CAG47063.1_phaw_30_tra_m.006951","gi|942212797|gb|JAN04984.1|",32.76,232,2e-19,95.1,"gi|942212797|gb|JAN04984.1| Proto-oncogene c-Fos [Daphnia magna]"
"342","CAG47063.1_phaw_30_tra_m.006951","gi|941690418|gb|JAM47753.1|",33.18,211,3e-19,95.1,"gi|941690418|gb|JAM47753.1| Proto-oncogene c-Fos [Daphnia magna]"
"343","CAG47063.1_phaw_30_tra_m.006951","gi|940961158|gb|JAK37622.1|",32.76,232,4e-19,94.7,"gi|940961158|gb|JAK37622.1| Proto-oncogene c-Fos [Daphnia magna]"
"344","CAG47063.1_phaw_30_tra_m.006951","gi|939856834|gb|JAJ28812.1|",32.76,232,4e-19,94.7,"gi|939856834|gb|JAJ28812.1| Proto-oncogene c-Fos [Daphnia_magna]"
"345","CAG47063.1_phaw_30_tra_m.006951","gi|941838870|gb|JAM72019.1|",32.76,232,6e-19,94.7,"gi|941838870|gb|JAM72019.1| Proto-oncogene c-Fos [Daphnia magna]"
"346","CAG47063.1_phaw_30_tra_m.006951","gi|941561769|gb|JAL84916.1|",32.76,232,6e-19,94.7,"gi|941561769|gb|JAL84916.1| Proto-oncogene c-Fos [Daphnia_magna]"
"347","CAG47063.1_phaw_30_tra_m.006951","gi|941311462|gb|JAL57279.1|",32.76,232,7e-19,94.4,"gi|941311462|gb|JAL57279.1| Proto-oncogene c-Fos [Daphnia magna]"
"348","CAG47063.1_phaw_30_tra_m.006951","gi|942416667|gb|JAN90263.1|",32.76,232,8e-19,94.4,"gi|942416667|gb|JAN90263.1| Proto-oncogene c-Fos [Daphnia magna]"
"349","CAG47063.1_phaw_30_tra_m.006951","gi|941541687|gb|JAL74875.1|",36.55,249,2e-18,92,"gi|941541687|gb|JAL74875.1| Proto-oncogene c-Fos [Daphnia magna]"
"350","CAG47063.1_phaw_30_tra_m.006951","gi|939860048|gb|JAJ30419.1|",32.33,232,3e-18,92.4,"gi|939860048|gb|JAJ30419.1| Proto-oncogene c-Fos [Daphnia magna]"
"351","CAG47063.1_phaw_30_tra_m.006951","gi|941709718|gb|JAM54658.1|",29.6,250,3e-15,82.8,"gi|941709718|gb|JAM54658.1| Proto-oncogene c-Fos [Daphnia magna]"
"352","CAG47063.1_phaw_30_tra_m.006951","gi|941709718|gb|JAM54658.1|",32.03,256,2e-08,61.2,"gi|941709718|gb|JAM54658.1| Proto-oncogene c-Fos [Daphnia magna]"
"353","CAG47063.1_phaw_30_tra_m.006951","gi|347965124|ref|XP_318333.5|",35.17,418,6e-14,79,"gi|347965124|ref|XP_318333.5| AGAP001093-PA [Anopheles gambiae str. PEST]"
"354","CAG47063.1_phaw_30_tra_m.006951","gi|333469529|gb|EAA13539.5|",35.17,418,6e-14,79,"gi|333469529|gb|EAA13539.5| AGAP001093-PA [Anopheles gambiae str. PEST]"
"355","CAG47063.1_phaw_30_tra_m.006951","gi|282848147|ref|NP_001164292.1|",31.49,470,3e-11,70.1,"gi|282848147|ref|NP_001164292.1| kayak isoform A [Tribolium castaneum]"
"356","CAG47063.1_phaw_30_tra_m.006951","gi|270014251|gb|EFA10699.1|",31.49,470,3e-11,70.1,"gi|270014251|gb|EFA10699.1| kayak [Tribolium castaneum]"
"357","CAG47063.1_phaw_30_tra_m.006951","gi|282848149|ref|NP_001164293.1|",32.29,480,3e-11,70.1,"gi|282848149|ref|NP_001164293.1| kayak isoform B [Tribolium castaneum]"
"358","CAG47063.1_phaw_30_tra_m.006951","gi|282848151|ref|NP_001164294.1|",31.5,473,1e-10,67.8,"gi|282848151|ref|NP_001164294.1| kayak isoform C [Tribolium castaneum]"
"359","CAG47063.1_phaw_30_tra_m.006951","gi|282848153|ref|NP_001164295.1|",34.38,317,3e-08,60.1,"gi|282848153|ref|NP_001164295.1| kayak isoform D [Tribolium castaneum]"
"360","CAG47063.1_phaw_30_tra_m.006951","gi|940887605|gb|JAK03866.1|",40.26,77,2e-06,54.7,"gi|940887605|gb|JAK03866.1| Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia magna]"
"361","CAG47063.1_phaw_30_tra_m.006951","gi|1022774494|gb|KZS18476.1|",40.26,77,2e-06,55.1,"gi|1022774494|gb|KZS18476.1| Basic leucine zipper transcriptional factor ATF-like 3 [Daphnia magna]"
"362","CAG47063.1_phaw_30_tra_m.006951","gi|321473895|gb|EFX84861.1|",40.26,77,2e-06,54.7,"gi|321473895|gb|EFX84861.1| hypothetical protein DAPPUDRAFT_222762 [Daphnia pulex]"
"363","CAG47063.1_phaw_30_tra_m.006951","gi|939834244|gb|JAJ17518.1|",40.26,77,2e-06,54.3,"gi|939834244|gb|JAJ17518.1| Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia_magna]"
"364","CAG47063.1_phaw_30_tra_m.006951","gi|941994685|gb|JAM77621.1|",34.44,90,2e-06,55.5,"gi|941994685|gb|JAM77621.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"365","CAG47063.1_phaw_30_tra_m.006951","gi|1022757272|gb|KZS03905.1|",42.86,56,3e-06,55.1,"gi|1022757272|gb|KZS03905.1| Segmentation protein CAPNcollar [Daphnia magna]"
"366","CAG47063.1_phaw_30_tra_m.006951","gi|321475538|gb|EFX86500.1|",42.86,56,4e-06,54.7,"gi|321475538|gb|EFX86500.1| hypothetical protein DAPPUDRAFT_307821 [Daphnia pulex]"
"367","CAG47063.1_phaw_30_tra_m.006951","gi|941110253|gb|JAK95553.1|",40.26,77,4e-06,53.5,"gi|941110253|gb|JAK95553.1| Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia magna]"
"368","CAG47063.1_phaw_30_tra_m.006951","gi|321463473|gb|EFX74489.1|",30.51,118,5e-06,54.3,"gi|321463473|gb|EFX74489.1| hypothetical protein DAPPUDRAFT_324326 [Daphnia pulex]"
"369","CAG47063.1_phaw_30_tra_m.006951","gi|941235200|gb|JAL33847.1|",34.44,90,5e-06,53.9,"gi|941235200|gb|JAL33847.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"370","CAG47063.1_phaw_30_tra_m.006951","gi|941235196|gb|JAL33846.1|",34.44,90,5e-06,53.9,"gi|941235196|gb|JAL33846.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"371","CAG47063.1_phaw_30_tra_m.006951","gi|941187135|gb|JAL18836.1|",34.44,90,5e-06,53.9,"gi|941187135|gb|JAL18836.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"372","CAG47063.1_phaw_30_tra_m.006951","gi|942212411|gb|JAN04791.1|",34.44,90,5e-06,53.9,"gi|942212411|gb|JAN04791.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"373","CAG47063.1_phaw_30_tra_m.006951","gi|942256428|gb|JAN24500.1|",42.86,56,6e-06,54.3,"gi|942256428|gb|JAN24500.1| Segmentation protein capncollar [Daphnia magna]"
"374","CAG47063.1_phaw_30_tra_m.006951","gi|940924047|gb|JAK20385.1|",34.44,90,6e-06,53.5,"gi|940924047|gb|JAK20385.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"375","CAG47063.1_phaw_30_tra_m.006951","gi|940958131|gb|JAK36483.1|",34.44,90,6e-06,53.5,"gi|940958131|gb|JAK36483.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"376","CAG47063.1_phaw_30_tra_m.006951","gi|941229820|gb|JAL32299.1|",34.44,90,6e-06,53.5,"gi|941229820|gb|JAL32299.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"377","CAG47063.1_phaw_30_tra_m.006951","gi|940873973|gb|JAJ97049.1|",42.86,56,6e-06,53.9,"gi|940873973|gb|JAJ97049.1| Segmentation protein capncollar [Daphnia magna]"
"378","CAG47063.1_phaw_30_tra_m.006951","gi|941180817|gb|JAL16446.1|",34.44,90,7e-06,53.5,"gi|941180817|gb|JAL16446.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"379","CAG47063.1_phaw_30_tra_m.006951","gi|942337367|gb|JAN50616.1|",34.44,90,7e-06,53.5,"gi|942337367|gb|JAN50616.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"380","CAG47063.1_phaw_30_tra_m.006951","gi|941244947|gb|JAL36047.1|",34.44,90,7e-06,53.5,"gi|941244947|gb|JAL36047.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"381","CAG47063.1_phaw_30_tra_m.006951","gi|940984022|gb|JAK46169.1|",34.44,90,7e-06,53.5,"gi|940984022|gb|JAK46169.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"382","CAG47063.1_phaw_30_tra_m.006951","gi|940941229|gb|JAK28975.1|",34.44,90,7e-06,53.5,"gi|940941229|gb|JAK28975.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"383","CAG47063.1_phaw_30_tra_m.006951","gi|940934628|gb|JAK25675.1|",34.44,90,7e-06,53.5,"gi|940934628|gb|JAK25675.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"384","CAG47063.1_phaw_30_tra_m.006951","gi|942337369|gb|JAN50617.1|",34.44,90,7e-06,53.5,"gi|942337369|gb|JAN50617.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"385","CAG47063.1_phaw_30_tra_m.006951","gi|941244943|gb|JAL36046.1|",34.44,90,7e-06,53.5,"gi|941244943|gb|JAL36046.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"386","CAG47063.1_phaw_30_tra_m.006951","gi|940984025|gb|JAK46170.1|",34.44,90,7e-06,53.5,"gi|940984025|gb|JAK46170.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
"387","CAG47063.1_phaw_30_tra_m.006951","gi|940954471|gb|JAK35073.1|",34.44,90,7e-06,53.5,"gi|940954471|gb|JAK35073.1| Cyclic AMP-dependent transcription factor ATF-2 [Daphnia magna]"
